,Name,Conservation status,Kingdom,Phylum,Class,Order,Family,Genus,Species,Binomial Name,Synonyms,Summary,Categories,References,Wiki URL,Image,Countries,Habitat
32,American oystercatcher,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,H. palliatus,"Haematopus palliatusTemminck, 1820",,"The American oystercatcher (Haematopus palliatus), occasionally called the American pied oystercatcher, is a member of family Haematopodidae. Originally called the ""sea pie"", it was renamed in 1731 when naturalist Mark Catesby observed the bird eating oysters.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1820']","['http://ibc.lynxeds.com/species/american-oystercatcher-haematopus-palliatus', 'http://www.myfwc.com/bba/', 'http://www.mbr-pwrc.usgs.gov/id/framlst/i2860id.html']",https://en.wikipedia.org/wiki/American_oystercatcher,https://upload.wikimedia.org/wikipedia/commons/3/39/American_Oystercatcher_%28Haematopus_palliatus%29_in_flight.jpg,,
33,Purple gallinule,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,P. martinicus,"Porphyrio martinicus(Linnaeus, 1766)","Fulica martinica Linnaeus, 1766 Porphyrio martinica (lapsus)","This article is on the New-World purple gallinule (Porphyrio martinicus), not the Old-World purple gallinule, which is the western swamphen (Porphyrio porphyrio).

The purple gallinule (Porphyrio martinicus) is a swamphen in the genus Porphyrio.","['All articles with unsourced statements', ""Articles with 'species' microformats"", 'Articles with short description']","['http://www.birds-caatinga.com/', 'http://ibc.hbw.com/ibc/phtml/especie.phtml?idEspecie=1304', 'http://www.torontozoo.com/ExploretheZoo/AnimalDetails.asp?pg=660']",https://en.wikipedia.org/wiki/American_purple_gallinule,https://upload.wikimedia.org/wikipedia/commons/0/0f/American_Purple_Gallinule_in_water.jpg,Martinique,swamp
34,American pygmy kingfisher,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,C. aenea,"Chloroceryle aenea(Pallas, 1764)","Alcedo aenea Pallas, 1764 Alcedo superciliosa Linnaeus, 1766","The American pygmy kingfisher (Chloroceryle aenea) is a resident breeding kingfisher which occurs in the American tropics from southern  Mexico south through Central America to western Ecuador, and then around the northern Andes cordillera in the east to central Bolivia and central Brazil. The species occupies the entire Amazon basin and the Tocantins River drainage adjacent in Pará state Brazil.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1764']","['http://www.hbw.com/node/55804', 'http://ibc.lynxeds.com/species/american-pygmy-kingfisher-chloroceryle-aenea', 'http://hdl.handle.net/1808%2F16596']",https://en.wikipedia.org/wiki/American_pygmy_kingfisher,https://upload.wikimedia.org/wikipedia/commons/5/57/Chloroceryle-aenea-001.jpg,Ecuador,
35,American robinTemporal range: Late Pleistocene – present PreꞒ Ꞓ O S D C P T J K Pg N ↓,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,T. migratorius,"Turdus migratoriusLinnaeus, 1766",Merula migratoria Planesticus migratorius,"The American robin (Turdus migratorius) is a migratory songbird of the true thrush genus and Turdidae, the wider thrush family. It is named after the European robin because of its reddish-orange breast, though the two species are not closely related, with the European robin belonging to the Old World flycatcher family.","['Articles containing video clips', ""Articles with 'species' microformats"", 'Articles with hAudio microformats']","['http://www.bankofcanada.ca/en/banknotes/general/character/1986_2.html', 'http://web2.uwindsor.ca/courses/biology/dmennill/360/article.pdf', 'http://www.50states.com/bird/']",https://en.wikipedia.org/wiki/American_robin,https://upload.wikimedia.org/wikipedia/commons/4/43/American_Robin-rangemap.png,Canada,
36,Three-toed woodpecker,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,P. dorsalis,"Picoides dorsalis(Baird, 1858)",,"The Eurasian three-toed woodpecker (Picoides tridactylus) is a medium-sized woodpecker that is found from northern Europe across northern Asia to Japan.


== Taxonomy ==
The Eurasian three-toed woodpecker was formally described in 1758 by the Swedish naturalist Carl Linnaeus in the tenth edition of his Systema Naturae.","[""Articles with 'species' microformats"", 'Articles with GND identifiers', 'Articles with short description']","['http://www.naturlichter.de/gallery2/main.php?g2_view=keyalbum.KeywordAlbum&g2_keyword=Dreizehenspecht', 'http://sora.unm.edu/sites/default/files/journals/condor/v097n03/p0639-p0649.pdf', 'http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:97105']",https://en.wikipedia.org/wiki/Eurasian_three-toed_woodpecker,https://upload.wikimedia.org/wikipedia/commons/d/da/%28Eurasian%29_Three-toed_Woodpecker_Picoides_tridactylus_distribution_in_Eurasia_map.png,Japan,
37,American tree sparrow,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Passerellidae,"SpizelloidesSlager & Klicka, 2014",S. arborea,"Spizelloides arborea(Wilson, 1810)",Spizella monticolaSpizella arboreaPasserella arborea,"The American tree sparrow (Spizelloides arborea), also known as the winter sparrow, is a medium-sized New World sparrow.
It had been classified under the genus Spizella, but multilocus molecular evidence suggested placement in its own genus.","[""Articles with 'species' microformats"", 'Articles with short description', 'Birds described in 1810']","['http://www.birds.cornell.edu/AllAboutBirds/BirdGuide/American_Tree_Sparrow.html', 'http://www.mbr-pwrc.usgs.gov/id/framlst/i5590id.html', 'http://vireo.acnatsci.org/search.html?Form=Search&SEARCHBY=Common&KEYWORDS=American+Tree+Sparrow&showwhat=images&AGE=All&SEX=All&ACT=All&Search=Search&VIEW=All&ORIENTATION=All&RESULTS=24']",https://en.wikipedia.org/wiki/American_tree_sparrow,https://upload.wikimedia.org/wikipedia/commons/b/b9/American_tree_sparrow_in_CP_%2841285%29_%28cropped%29.jpg,,
38,American white ibis,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,E. albus,"Eudocimus albus(Linnaeus, 1758)","Scolopax alba Linnaeus, 1758 Scolopax fusca Linnaeus, 1758 Tantalus albus Linnaeus, 1766 Tantalus fuscus Linnaeus, 1766","The American white ibis (Eudocimus albus) is a species of bird in the ibis family, Threskiornithidae. It is found from Virginia via the Gulf Coast of the United States south through most of the coastal New World tropics.","['Articles containing Latin-language text', 'Articles containing video clips', ""Articles with 'species' microformats""]","['http://hurricanesports.cstv.com/genrel/010600aaa.html', 'http://hurricanesports.cstv.com/trads/mifl-mascot.html', ""http://www.evergladeshub.com/lit/pdf09/Adams'09bioOne-2-IbisMort.pdf""]",https://en.wikipedia.org/wiki/American_white_ibis,https://upload.wikimedia.org/wikipedia/commons/c/c6/American_White_Ibis.jpg,United States,
39,Yellow warbler,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,S. petechia,"Setophaga petechia(Linnaeus, 1766)",Dendroica petechia Dendroica aestiva Motacilla petechia (protonym),"The yellow warbler (Setophaga petechia) is a New World warbler species. Yellow warblers are the most widespread species in the diverse genus Setophaga, breeding in almost the whole of North America, the Caribbean, and down to northern South America.","['All articles covered by WikiProject Wikify', 'All pages needing cleanup', 'Articles containing Ancient Greek (to 1453)-language text']","['http://bna.birds.cornell.edu/bna/species/454/articles/introduction', 'http://www.birds.cornell.edu/AllAboutBirds/BirdGuide/Yellow_Warbler.html', 'http://animaldiversity.ummz.umich.edu/site/accounts/information/Dendroica_petechia.html']",https://en.wikipedia.org/wiki/American_yellow_warbler,https://upload.wikimedia.org/wikipedia/commons/c/cf/Dendroica-petechia-001.ogg,,
40,Amethyst-throated Mountain-gem,Least Concern (IUCN 3.1)[1],Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,L. amethystinus,"Lampornis amethystinusSwainson, 1827",,"The Amethyst-throated Mountain-gem or amethyst-throated hummingbird (Lampornis amethystinus) is a species of hummingbird in the family Trochilidae.
It is found in El Salvador, Guatemala, Honduras, and Mexico.","['All stub articles', ""Articles with 'species' microformats"", 'Articles with short description']","['http://pubmed.ncbi.nlm.nih.gov/18486493', 'http://datazone.birdlife.org/species/factsheet/22687668', 'http://www.boldsystems.org/index.php/TaxBrowser_TaxonPage?taxid=102583']",https://en.wikipedia.org/wiki/Amethyst-throated_mountaingem,https://upload.wikimedia.org/wikipedia/commons/e/e6/Distribution.lampornis.amethystinus.png,El Salvador,forest
41,"('Ampay tapaculo', 'Scientific classification')",,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,S. whitneyi,"Scytalopus whitneyiNiels Krabbe et al., 2020",,"In biology, taxonomy (from Ancient Greek  τάξις (taxis) 'arrangement', and  -νομία (-nomia) 'method') is the scientific study of naming, defining (circumscribing) and classifying groups of biological organisms based on shared characteristics. Organisms are grouped into taxa (singular: taxon) and these groups are given a taxonomic rank; groups of a given rank can be aggregated to form a more inclusive group of higher rank, thus creating a taxonomic hierarchy.","['All articles lacking reliable references', 'All articles to be merged', 'All articles with vague or ambiguous time']","['http://www.aje.com/en/arc/editing-tip-scientific-names-species/', 'http://www.biocyclopedia.com/index/biological_classification.php', 'http://www.biological-concepts.com/views/search.php?term=1508']",https://en.wikipedia.org/wiki/Taxonomy_(biology),https://upload.wikimedia.org/wikipedia/commons/a/a5/Biological_classification_L_Pengo_vflip.svg,,
42,"('Amsterdam wigeon', 'Conservation status')",,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,†M. marecula,"†Mareca mareculaOlson & Jouventin, 1996",Anas marecula,"The conservation status of a group of organisms (for instance, a species) indicates whether the group still exists and how likely the group is to become extinct in the near future. Many factors are taken into account when assessing conservation status: not simply the number of individuals remaining, but the overall increase or decrease in the population over time, breeding success rates, and known threats.","['All articles containing potentially dated statements', 'All articles with dead external links', 'Articles containing potentially dated statements from January 2008']","['http://www.inbo.be/content/homepage_en.asp', 'http://www.cosepac.gc.ca/eng/sct5/index_e.cfm', 'http://www.ymparisto.fi/default.asp?node=6053&lan=en']",https://en.wikipedia.org/wiki/Conservation_status,https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg,,
43,"('Anambra waxbill', 'Conservation status')",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Estrilda,E. poliopareia,"Estrilda poliopareiaReichenow, 1902",,"The conservation status of a group of organisms (for instance, a species) indicates whether the group still exists and how likely the group is to become extinct in the near future. Many factors are taken into account when assessing conservation status: not simply the number of individuals remaining, but the overall increase or decrease in the population over time, breeding success rates, and known threats.","['All articles containing potentially dated statements', 'All articles with dead external links', 'Articles containing potentially dated statements from January 2008']","['http://www.inbo.be/content/homepage_en.asp', 'http://www.cosepac.gc.ca/eng/sct5/index_e.cfm', 'http://www.ymparisto.fi/default.asp?node=6053&lan=en']",https://en.wikipedia.org/wiki/Conservation_status,https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg,,
44,"('Andaman nightjar', 'Conservation status')",,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,C. andamanicus,"Caprimulgus andamanicusHume, 1873",,"The conservation status of a group of organisms (for instance, a species) indicates whether the group still exists and how likely the group is to become extinct in the near future. Many factors are taken into account when assessing conservation status: not simply the number of individuals remaining, but the overall increase or decrease in the population over time, breeding success rates, and known threats.","['All articles containing potentially dated statements', 'All articles with dead external links', 'Articles containing potentially dated statements from January 2008']","['http://www.inbo.be/content/homepage_en.asp', 'http://www.cosepac.gc.ca/eng/sct5/index_e.cfm', 'http://www.ymparisto.fi/default.asp?node=6053&lan=en']",https://en.wikipedia.org/wiki/Conservation_status,https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg,,
