,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,type specimen repository,body shape,diet includes,eats,mating system,native range includes,parental care,social system,foraging habitat,preys on,trophic guild,hearing range,bill length,tarsus length,temperature at range midpoint latitude,ecomorphological guild,body length,life span,litters per year,prenatal development duration,weight,body temperature,parasitized by,behavioral circadian rhythm,sensory system,number of public records in bold,has ectoparasite,host of,has pathogen,onset of fertility,genome size,mutualistic with,growth rate,tarsometatarsus + middle toe length,basal metabolic rate,used for,has endoparasite,visits flowers of,is vector for,clutch/brood/litter size,is eaten by,developmental mode,wing morphology,egg mass,has host
0,Timneh parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514193,Psittacus timneh (Timneh Parrot) is a species of birds in the family parrots. They are listed as endangered by IUCN. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,"coastal,freshwater habitat",20 dB,flight,apatite,Decreasing,corneal eyes,endangered,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Timor blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517459,Cyornis hyacinthinus (Timor Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Timor And Wetar Deciduous Forests,East Timor,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor boobook,Animalia,Chordata,Aves,https://eol.org/pages/1274101,Ninox fusca (Timor Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,-15 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor boobook   ,Animalia,Chordata,Aves,https://eol.org/pages/1274101,Ninox fusca (Timor Boobook) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,,,,-15 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516200,Macropygia magna (Timor Cuckoo Dove) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Banda Sea Islands Moist Deciduous Forests,Indonesia,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor friarbird,Animalia,Chordata,Aves,https://eol.org/pages/918778,Philemon inornatus (Timor Friarbird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,otoliths,australasia,,Timor And Wetar Deciduous Forests,East Timor,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516259,Treron psittaceus (Timor Green Pigeon) is a species of birds in the family Columbidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,East Timor,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516325,Ducula cineracea (Timor Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Timor And Wetar Deciduous Forests,Indonesia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517052,Phylloscopus presbytes (Timor Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Lesser Sundas Deciduous Forests,East Timor,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor sparrow,Animalia,Chordata,Aves,https://eol.org/pages/1050430,Lonchura fuscata (Timor Sparrow) is a species of birds in the family Estrildid finches. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,,,,East Timor,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timor stubtail,Animalia,Chordata,Aves,https://eol.org/pages/1052438,Urosphena subulata (Timor Stubtail) is a species of birds in the family Cettiidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Timor And Wetar Deciduous Forests,Indonesia,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tinian monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518252,"Monarcha takatsukasae (Tinian Monarch) is a species of birds in the family monarch flycatchers. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,marianas tropical dry forests,Northern Mariana Islands,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tinkling cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514482,Cisticola rufilatus (Tinkling Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,14.7 g,Southern Africa Bushveld,Zimbabwe,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiny cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514499,Cisticola nana (Tiny Cisticola) is a species of birds in the family African warblers. They rely on flight to move around.,tympanic middle ear,,,,Ethiopia,"savanna,freshwater habitat",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiny hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511536,Accipiter superciliosus (Tiny Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,86.2 g,Beni Savanna,Colombia,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiny sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514883,Cinnyris minullus (Tiny Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,6.5 g,,South Atlantic,"tropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiny tyrantmanakin,Animalia,Chordata,Aves,https://eol.org/pages/45513310,Tyranneutes virescens (Tiny Tyranneutes) is a species of birds in the family Manakins. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,7.3 g,Uatuma-Trombetas Moist Forests,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tit berrypecker,Animalia,Chordata,Aves,https://eol.org/pages/45518606,Oreocharis arfaki (Tit Berrypecker) is a species of birds in the family flock berrypeckers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,21.5 g,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,,,,,Bischofia javanica Blume (Javanese bishopwood),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tit hylia,Animalia,Chordata,Aves,https://eol.org/pages/45514439,Pholidornis rushiae (Tit Hylia) is a species of birds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,7 g,Cross-Sanaga-Bioko Coastal Forests,Sierra Leone,"coastal,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Titicaca grebe,Animalia,Chordata,Aves,https://eol.org/pages/45512135,Rollandia microptera (Short Winged Grebe) is a species of birds in the family grebes. They are listed as endangered by IUCN. They are found in The Neotropics. They rely on drag powered swimming to move around.,tympanic middle ear,The Neotropics,706 g,,Bolivia,"lake,freshwater habitat",,bipedal movement,apatite,Decreasing,corneal eyes,endangered,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Toco toucan,Animalia,Chordata,Aves,https://eol.org/pages/45512578,Ramphastos toco (Toco Toucan) is a species of birds in the family Ramphastidae. They are listed in cites appendix ii. They are native to The Neotropics. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,,,,United States,,,,,Decreasing,,,,bilaterally symmetric,insects,,monogamous,The Neotropics,,group living,,,frugivore,,178.6 mm,52.22 mm,18.52 degrees celsius,,,,,16 days,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tocuyo sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45513494,Arremonops tocuyensis (Tocuyo Sparrow) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Guajira-Barranquilla Xeric Scrub,Venezuela,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Todds antwren,Animalia,Chordata,Aves,https://eol.org/pages/45512717,Herpsilochmus stictocephalus (Todd's Antwren) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,9.6 g,,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Todds nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45512198,Setopagis heterura (Todd's Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,,Venezuela,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Todds sirystes,Animalia,Chordata,Aves,https://eol.org/pages/45513280,Sirystes subcanescens (Todd's Sirystes) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Brazil,subtropical,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tody motmot,Animalia,Chordata,Aves,https://eol.org/pages/45509676,Hylomanes momotula (Tody Motmot) is a species of birds in the family motmots. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,38 g,Central American Atlantic Moist Forests,Belize,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Togian boobook,Animalia,Chordata,Aves,https://eol.org/pages/1036370,Ninox burhani (Togian Boobook) is a species of birds in the family typical owls. They are listed as near threatened by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,100 g,,Indonesia,"coastal,terrestrial",-15 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Togian whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517347,Zosterops somadikartai (Togian White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"coastal,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Togo paradise whydah,Animalia,Chordata,Aves,https://eol.org/pages/45515057,Vidua togoensis (Togo Paradise Whydah) is a species of birds in the family Viduidae. They are found in Afrotropics. They rely on flight to move around.,otoliths,Afrotropics,,Guinean Forest-Savanna Mosaic,Benin,"coastal,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tolima blossomcrown,Animalia,Chordata,Aves,https://eol.org/pages/45512329,Anthocephala berlepschi (Tolima Blossomcrown) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,,,,"mountain range,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tolima blossomcrown   ,Animalia,Chordata,Aves,https://eol.org/pages/45512329,Anthocephala berlepschi (Tolima Blossomcrown) is a species of birds in the family hummingbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,,,,"mountain range,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tolima dove,Animalia,Chordata,Aves,https://eol.org/pages/1049743,Leptotila conoveri (Tolima Dove) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Magdalena Valley Montane Forests,Colombia,"subtropical,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tomtit,Animalia,Chordata,Aves,https://eol.org/pages/45518327,Petroica macrocephala (New Zealand Tomtit) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,12 g,Rakiura Island Temperate Forests,New Zealand,,10 dB,flight,apatite,,corneal eyes,,,,,Gaultheria crassa Allan,,,,,,,,5000 Hz,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,
0,Tongan ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1047236,Alopecoenas stairi (Friendly Ground Dove) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tongan megapode,Animalia,Chordata,Aves,https://eol.org/pages/45517735,"Megapodius pritchardii (Nevafou Megapode) is a species of birds in the family megapodes. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",454 g,,South Pacific,"lake,terrestrial",20 dB,flight,apatite,Increasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tongan whistler,Animalia,Chordata,Aves,https://eol.org/pages/911628,"Pachycephala jacquinoti (Tongan Whistler) is a species of birds in the family whistlers. They are listed as near threatened by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Tongan Tropical Moist Forests,Tonga,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Topknot pigeon,Animalia,Chordata,Aves,https://eol.org/pages/104405,Lopholaimus (Topknot Pigeons) is a genus of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
0,Toro olive greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514370,Phyllastrephus hypochloris (Toro Olive Greenbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,30 g,,Uganda,"tropical,freshwater habitat",10 dB,flight,apatite,Stable,corneal eyes,,,,,Pygeum africanum Hook. fil. (African Almond),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Torotoroka scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036387,Otus madagascariensis (Torotoroka Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,,Madagascar,tropical,-15 dB,bipedal movement,apatite,,corneal eyes,cites appendix ii,NHMUK,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Torrent duck,Animalia,Chordata,Aves,https://eol.org/pages/1048526,"Merganetta armata (Torrent Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Neotropics. They are diurnal carnivores. They have parental care (paternal care and female provides care). They rely on swimming, flight, and drag powered swimming to move around.",,The Neotropics,,,South Pacific,,,flight,,Decreasing,,,NHMUK,bilaterally symmetric,fish,,monogamous,The Neotropics,protection,group living,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Torrent flyrobin,Animalia,Chordata,Aves,https://eol.org/pages/45518308,Monachella muelleriana (Torrent Flyrobin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,27.5 g,Central Range Montane Rain Forests,Indonesia,river,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
0,Torrent tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45511753,Serpophaga cinerea (Torrent Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,8.300000000000001 g,Peruvian Yungas,Bolivia,"river,freshwater habitat",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Torrentlark,Animalia,Chordata,Aves,https://eol.org/pages/45516909,Grallina bruijnii (Torrent Lark) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Torresian crow,Animalia,Chordata,Aves,https://eol.org/pages/45518680,Corvus orru (Torresian Crow) is a species of birds in the family Corvidae. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,670 g,Coolgardie Woodlands,South Pacific,coastal,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Torresian imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516328,Ducula spilorrhoa (Torresian Imperial Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,,Australia,"savanna,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,Dypsis lutescens (H. Wendl.) Beentje & J. Dransf. (Golden Butterfly Palm),,,,,,Ducula spilorrhoa (Gray & GR 1858) (Torresian Imperial Pigeon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
