,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,hearing range,behavioral circadian rhythm,bill length,body shape,diet includes,mating system,native range includes,social system,tarsus length,temperature at range midpoint latitude,trophic guild,eats,foraging habitat,life span,litters per year,prenatal development duration,weight,genome size,has host,parasite of,visits flowers of,type specimen repository,ecomorphological guild,has ectoparasite,basal metabolic rate,trophic level,parental care,parasitized by,growth rate,egg mass,preys on,number of public records in bold,mutualistic with,middle toe length,invasive in,is killed by,body length,host of,onset of fertility,initial mortality rate,mortality rate doubling time,is eaten by,body temperature,sensory system,tarsometatarsus + middle toe length,has pathogen,motility,clutch/brood/litter size,is vector for,used for
0,Great sapphirewing,Animalia,Chordata,Aves,https://eol.org/pages/45512383,"Pterophanes cyanopterus (Great Sapphirewing) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Macleania rupestris, Hercules' Club Puya, Brachyotum ledifolium, and Puya. They rely on flight to move around.",tympanic middle ear,The Neotropics,8.4 g,,Bolivia,"montane forest,terrestrial",,flight,,Stable,corneal eyes,cites appendix ii,,,,,,,,,,,,Gaiadendron punctatum (Ruiz & Pav.) G. Don,,,,,,,,,Siphocampylus lucidus E. Wimm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great shearwater,Animalia,Chordata,Aves,https://eol.org/pages/57891870,Puffinus gravis (Great Shearwater) is a species of  in the family Procellariidae. They are native to Atlantic Ocean. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,849 g,,North America,oceanic island,,flight,,,,,,,,bilaterally symmetric,,,Atlantic Ocean,,,,vertivore,Kondakovia longimana Filippova 1972,marine pelagic,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,
0,Great shortwing,Animalia,Chordata,Aves,https://eol.org/pages/45517486,Heinrichia calligyna (Great Shortwing) is a species of birds in the family Old World flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Sulawesi Montane Rain Forests,Indonesia,tropical,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great shriketyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513209,Agriornis lividus (Great Shrike Tyrant) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,97.7 g,,Chile,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great skua,Animalia,Chordata,Aves,https://eol.org/pages/45510693,Stercorarius skua (Great Skua) is a species of birds in the family skuas. Individuals can grow to 140 cm. They rely on flight to move around.,tympanic middle ear,,1409 g,,Iceland,marine,,flight,,,corneal eyes,,,,,,,,,,,,,Ammodytes marinus Raitt 1934 (raitts sand eel),,34.5 years,,,1340 g,,,,,,nectonic,,,,,,0.156 /day,,,,,,,,140 cm,,,,,,,,,,,,,
0,Great slaty woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45516617,Mulleripicus pulverulentus (Great Slaty Woodpecker) is a species of birds in the family woodpeckers. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,563 g,,Indonesia,"swamp,terrestrial",,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,Litsea monopetala (Roxb. ex Baker) Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great snipe,Animalia,Chordata,Aves,https://eol.org/pages/45513587,Gallinago media (Great Snipe) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,Afrotropics,184 g,,Aegean Sea,"marine,terrestrial",,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45515590,Passer motitensis (Great Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,35 g,Namib Desert,Angola,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great spinetail,Animalia,Chordata,Aves,https://eol.org/pages/284044,Synallaxis hypochondriaca (Great Spinetail) is a species of birds in the family ovenbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,,26 g,,Peru,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great spotted cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45518918,Clamator glandarius (Great Spotted Cuckoo) is a species of birds in the family Cuculidae. They are native to the Palearctic and Ethiopia. They rely on flight to move around.,tympanic middle ear,the palearctic,,,Mozambique,forest,,flight,,Stable,corneal eyes,,,,,bilaterally symmetric,,,the Palearctic,,,,,Neilonellidae,,,,,,,Corvus capensis Lichtenstein & Mhk 1823 (Black Crow),,,,,,,,,,,,Lymantria dispar Linnaeus 1758 (gypsy moth),,,,,,,,,,,,,,,,,,,
0,Great spotted kiwi,Animalia,Chordata,Aves,https://eol.org/pages/1178365,Apteryx haastii (Great Spotted Kiwi) is a species of birds in the family kiwis. They are listed as vulnerable by IUCN. They are native to Australia. They are nocturnal carnivores. They have parental care (paternal care and female provides care). They rely on running to move around.,,australasia,,,New Zealand,grassland,,running,,Decreasing,corneal eyes,,,,,bilaterally symmetric,leaves,monogamous,Australia,,,,insectivore,,,,,,,,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,
0,Great spotted woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509750,Dendrocopos major (Great Spotted Woodpecker) is a species of birds in the family woodpeckers. They are found in the indo-malayan realm and the palearctic. They are diurnal. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,United States,Fraxinus excelsior L. (European ash),,flight,,Increasing,corneal eyes,,,,,,,,,,,,,Aphididae (aphids),,12.7 years,,,75.1 g,,,,,,,,,,,,0.402 /day,,Anisoptera,,,,,,,,,,,,,,,,,,,
0,Great stonecurlew,Animalia,Chordata,Aves,https://eol.org/pages/45518912,Esacus recurvirostris (Great Stone Curlew) is a species of birds in the family stone-curlews. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,790 g,,Indian Ocean,"tropical,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great thrush,Animalia,Chordata,Aves,https://eol.org/pages/922670,"Turdus fuscater (Great Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They visit flowers of Pineapple guava, feijoa. They rely on flight to move around.",tympanic middle ear,The Neotropics,162 g,,United States,mountain range,,flight,,Stable,corneal eyes,,,,,,,,,,,,,Macleania rupestris (Kunth) A. C. Sm.,,,,,,,,,"Acca sellowiana (Berg) Burret (Pineapple guava, feijoa)",,,,,,,,,,Lumbricidae (earthworms),,,,,,,,,,,,,,,,,,Muehlenbeckia tamnifolia (Kunth) Meisn.,
0,Great tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508932,Tinamus major (Great Tinamou) is a species of birds in the family tinamous. They are listed as near threatened by IUCN. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,1142 g,,South Pacific,"cloud forest,terrestrial",,bipedal movement,,Decreasing,corneal eyes,near threatened,,diurnal,,,,,,,,,,Nectandra globosa (Aubl.) Mez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great tit,Animalia,Chordata,Aves,https://eol.org/pages/42584448,Great tit siadenovirus A is a species of Viruses in the family Adenoviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great white pelican,Animalia,Chordata,Aves,https://eol.org/pages/45513853,Pelecanus onocrotalus (Great White Pelican) is a species of birds in the family pelicans. They are associated with freshwater habitat. They are native to Ethiopia and the Palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,Afrotropics,,,Africa,,,flight,,Unknown,,,,,,bilaterally symmetric,,,Ethiopia,,,,vertivore,,freshwater,51 years,,38 days,,,,,,Staatliches Museum fuer Naturkund Stuttgart,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great woodswallow,Animalia,Chordata,Aves,https://eol.org/pages/45518164,Artamus maximus (Great Woodswallow) is a species of birds in the family woodswallows. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,64 g,Vogelkop Montane Rain Forests,Indonesia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great xenops,Animalia,Chordata,Aves,https://eol.org/pages/1050145,Megaxenops parnaguae (Great Xenops) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,25 g,Atlantic Dry Forests,Brazil,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater Antillean bullfinch,Animalia,Chordata,Aves,https://eol.org/pages/45510494,Loxigilla violacea (Greater Antillean Bullfinch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,32.4 g,Jamaican Moist Forests,United States,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,
0,Greater Antillean elaenia,Animalia,Chordata,Aves,https://eol.org/pages/1053076,Elaenia fallax (Greater Antillean Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,15.2 g,Enriquillo Wetlands,The Dominican Republic,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater Antillean grackle,Animalia,Chordata,Aves,https://eol.org/pages/1052059,Quiscalus niger (Greater Antillean Grackle) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,72.5 g,,United States,freshwater habitat,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,Leptodactylus Fitzinger 1826 (Neotropical Grass Frogs),,,,,,,,,,,,,,,,,,,Anolis garmani Stejneger 1899 (Jamaican giant anole),,,,,,,,,,,,,,,,,,,
0,Greater adjutant,Animalia,Chordata,Aves,https://eol.org/pages/1049154,"Leptoptilos dubius (Greater Adjutant) is a species of birds in the family Ciconiidae. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are native to Asia. They are solitary, diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",,the indo-malayan realm,,,Pakistan,valley,,flight,,Decreasing,,,,,,bilaterally symmetric,birds,,Asia,solitary,,,carnivorous scavenger,,,43 years,,,,,,,,,,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,
0,Greater amakihi,Animalia,Chordata,Aves,https://eol.org/pages/45510312,Viridonia sagittirostris (Greater Amakihi) is a species of birds in the family finches. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,United States,terrestrial,10 dB,flight,apatite,,corneal eyes,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater ani,Animalia,Chordata,Aves,https://eol.org/pages/45511557,Crotophaga major (Greater Ani) is a species of birds in the family Cuculidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,157 g,,Aruba,"tropical,freshwater habitat",20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,Clusia hilariana Schltdl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater coucal,Animalia,Chordata,Aves,https://eol.org/pages/1047956,Centropus sinensis (Greater Coucal) is a species of birds in the family Cuculidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,380 g,,Indian Ocean,"valley,freshwater habitat",20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamaeleo zeylanicus Laurenti 1768 (Asian Chameleon),,,,,,,,,,,,,,,,,,,
0,Greater crested tern,Animalia,Chordata,Aves,https://eol.org/pages/60278420,Sterna bergii (Great Crested Tern) is a species of .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater flameback,Animalia,Chordata,Aves,https://eol.org/pages/45516595,Chrysocolaptes guttacristatus (Greater Flameback) is a species of birds in the family woodpeckers. They rely on flight to move around.,tympanic middle ear,,,,Bangladesh,"tropical,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,Dysoxylum gotadhora (Buch.-Ham.) Mabb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater flamingo,Animalia,Chordata,Aves,https://eol.org/pages/45513553,"Phoenicopterus roseus (Flamingo) is a species of birds in the family flamingos. They are associated with freshwater habitat. They are native to the Palearctic, Ethiopia, and Asia. They are diurnal carnivores. They have parental care (cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,,,,United States,,,flight,,Increasing,,,,,,bilaterally symmetric,mollusks,promiscuous,the Palearctic,group living,,,filter feeder,,,44 years,,30 days,,,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,
0,Greater flowerpiercer,Animalia,Chordata,Aves,https://eol.org/pages/920873,Diglossa major (Greater Flower Piercer) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Tepuis,Guyana,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,Institute of Virology,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater green leafbird,Animalia,Chordata,Aves,https://eol.org/pages/45517586,Chloropsis sonnerati (Greater Green Leafbird) is a species of birds in the family leafbird. They are listed as endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,45.8 g,,Brunei,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater ground robin,Animalia,Chordata,Aves,https://eol.org/pages/45518334,Amalocichla sclateriana (Greater Ground Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Central Range Sub-Alpine Grasslands,,"mountain,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
0,Greater honeyguide,Animalia,Chordata,Aves,https://eol.org/pages/45514146,"Indicator indicator (Greater Honeyguide) is a species of birds in the family honeyguides. They are native to Ethiopia. They are solitary, diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,Afrotropics,,,Mozambique,temperate,,flight,,Increasing,,,,,,bilaterally symmetric,eggs,,Ethiopia,solitary,,,parasite,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,no parental care,,,,,,,,,,,,,,,,,,,,,,,
0,Greater hoopoelark,Animalia,Chordata,Aves,https://eol.org/pages/45513643,"Alaemon alaudipes (Greater Hoopoe Lark) is a species of birds in the family larks. They are found in the indo-malayan realm, Afrotropics, and the palearctic. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,47 g,,Bahrain,"desert sand,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45514157,Falco rupicoloides (Greater Kestrel) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,261 g,,Botswana,"desert,terrestrial",,flight,,Stable,corneal eyes,,,,,,,,,,,,invertivore,,terrestrial,,,,261 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater koa finch,Animalia,Chordata,Aves,https://eol.org/pages/45510292,Rhodacanthis palmeri (Greater Koa Finch) is a species of birds in the family finches. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,10 dB,flight,apatite,,corneal eyes,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater lophorina,Animalia,Chordata,Aves,https://eol.org/pages/45516951,Lophorina superba (Greater Lophorina) is a species of birds in the family Birds-of-Paradise. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Southeastern Papuan Rain Forests,United States,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,cites appendix ii,,,,,,,,,,,,Sloanea aberrans (Brandis) A. C. Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater melampitta,Animalia,Chordata,Aves,https://eol.org/pages/45516922,Megalampitta gigantea (Greater Melampitta) is a species of birds in the family Melampittidae. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater necklaced laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45510061,Garrulax pectoralis (Greater Necklaced Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,135 g,,North Pacific,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater paintedsnipe,Animalia,Chordata,Aves,https://eol.org/pages/45516156,"Rostratula benghalensis (Greater Painted Snipe) is a species of birds in the family painted snipes. They are associated with freshwater habitat. They are found in Afrotropics, the indo-malayan realm, australasia, and the palearctic. They are crepuscular omnivores. They have parental care (only male provides care). They rely on flight to move around.",tympanic middle ear,Afrotropics,121 g,,Mozambique,"river,marine",,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,freshwater,,,,,,,,,,,,,omnivore,,,,,,,,,,,,,,,,,,,,,,,,
